director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination,actor_4_name
Om Puri,Naseeruddin Shah,Mita Vasisht,Annu Kapoor,Drama Thriller,Droh Kaal,Om Puri Naseeruddin Shah Mita Vasisht Annu Kapoor Ashish Vidyarthi Drama Thriller,Ashish Vidyarthi
Jaya Bachchan,Anupam Kher,Seema Biswas,Milind Gunaji,Drama,Hazaar Chaurasi Ki Maa,Jaya Bachchan Anupam Kher Seema Biswas Milind Gunaji Joy Sengupta Drama,Joy Sengupta
Salman Khan,Twinkle Khanna,Johnny Lever,Farida Jalal,Comedy Drama Romance,When One Falls in Love,Salman Khan Twinkle Khanna Johnny Lever Farida Jalal Saeed Jaffrey Comedy Drama Romance,Saeed Jaffrey
Nana Patekar,Raveena Tandon,Paresh Rawal,Aruna Irani,Action Crime Drama,Ghulam-E-Musthafa,Nana Patekar Raveena Tandon Paresh Rawal Aruna Irani Mohan Joshi Action Crime Drama,Mohan Joshi
Rishi Kapoor,Sridevi,Kulbhushan Kharbanda,Gulshan Grover,Drama Romance,Banjaran,Rishi Kapoor Sridevi Kulbhushan Kharbanda Gulshan Grover Pran Drama Romance,Pran
Dharmendra,Vinod Khanna,Sridevi,Rajinikanth,Action Comedy Drama,Farishtay,Dharmendra Vinod Khanna Sridevi Rajinikanth Jaya Prada Action Comedy Drama,Jaya Prada
Rishi Kapoor,Sridevi,Anil Kapoor,Kader Khan,Action Drama Romance,Gurudev,Rishi Kapoor Sridevi Anil Kapoor Kader Khan Kiran Kumar Action Drama Romance,Kiran Kumar
Rishi Kapoor,Sridevi,Suresh Oberoi,Gulshan Grover,Drama Mystery Thriller,Kaun Sachcha Kaun Jhootha,Rishi Kapoor Sridevi Suresh Oberoi Gulshan Grover Mohnish Bahl Drama Mystery Thriller,Mohnish Bahl
Anil Kapoor,Sridevi,Raveena Tandon,Farida Jalal,Drama Family,Laadla,Anil Kapoor Sridevi Raveena Tandon Farida Jalal Aruna Irani Drama Family,Aruna Irani
Akshay Kumar,Sridevi,Gulshan Grover,Laxmikant Berde,Action Comedy Romance,Meri Biwi Ka Jawab Nahin,Akshay Kumar Sridevi Gulshan Grover Laxmikant Berde Anupam Kher Action Comedy Romance,Anupam Kher
Dharmendra,Chunky Pandey,Sonam,Sridevi,Action Crime Drama,Naaka Bandi,Dharmendra Chunky Pandey Sonam Sridevi  Action Crime Drama,
Kajol,Sanjay Dutt,Ashutosh Rana,Jas Arora,Crime Drama Thriller,Dushman,Kajol Sanjay Dutt Ashutosh Rana Jas Arora Tanvi Azmi Crime Drama Thriller,Tanvi Azmi
Anil Kapoor,Kajol,Anupam Kher,Shakti Kapoor,Drama Romance,Hum Aapke Dil Mein Rehte Hain,Anil Kapoor Kajol Anupam Kher Shakti Kapoor Parmeet Sethi Drama Romance,Parmeet Sethi
Bobby Deol,Neha,Abhay Chopra,Moushumi Chatterjee,Drama Romance,Kareeb,Bobby Deol Neha Abhay Chopra Moushumi Chatterjee Johnny Lever Drama Romance,Johnny Lever
Aamir Khan,Rani Mukerji,Rajit Kapoor,Mita Vasisht,Action Crime Drama,Ghulam,Aamir Khan Rani Mukerji Rajit Kapoor Mita Vasisht Sharat Saxena Action Crime Drama,Sharat Saxena
Aamir Khan,Rani Mukerji,Rajit Kapoor,Mita Vasisht,Action Crime Drama,Ghulam,Aamir Khan Rani Mukerji Rajit Kapoor Mita Vasisht Sharat Saxena Action Crime Drama,Sharat Saxena
Prithvi,Divya Bharti,Sanam,Laxmikant Berde,Musical Romance,Dil Ka Kya Kasoor,Prithvi Divya Bharti Sanam Laxmikant Berde Satyendra Kapoor Musical Romance,Satyendra Kapoor
Govinda,Divya Bharti,Aruna Irani,Raza Murad,Action Crime Drama,Jaan Se Pyaara,Govinda Divya Bharti Aruna Irani Raza Murad Kiran Kumar Action Crime Drama,Kiran Kumar
Jeetendra,Amrita Singh,Kamal Sadanah,Ayesha Jhulka,Drama Romance,Rang,Jeetendra Amrita Singh Kamal Sadanah Ayesha Jhulka Divya Bharti Drama Romance,Divya Bharti
Urmila Matondkar,Manoj Bajpayee,,unknown,Mystery Thriller,Kaun?,Urmila Matondkar Manoj Bajpayee  unknown unknown Mystery Thriller,unknown
J.D. Chakravarthi,Manoj Bajpayee,Urmila Matondkar,Paresh Rawal,Action Crime Drama,Satya,J.D. Chakravarthi Manoj Bajpayee Urmila Matondkar Paresh Rawal Saurabh Shukla Action Crime Drama,Saurabh Shukla
Nagesh Kukunoor,Rajshri Nair,Vikram Inamdar,,Comedy Drama Romance,Hyderabad Blues,Nagesh Kukunoor Rajshri Nair Vikram Inamdar  unknown Comedy Drama Romance,unknown
Akshay Kumar,Twinkle Khanna,Rajat Bedi,Vivek Shauq,Action Crime Drama,International Khiladi,Akshay Kumar Twinkle Khanna Rajat Bedi Vivek Shauq Gulshan Grover Action Crime Drama,Gulshan Grover
Aamir Khan,Naseeruddin Shah,Sonali Bendre,Mukesh Rishi,Action Drama,Sarfarosh,Aamir Khan Naseeruddin Shah Sonali Bendre Mukesh Rishi Akash Khurana Action Drama,Akash Khurana
Govinda,Raveena Tandon,Simran,Aruna Irani,Comedy,Anari No. 1,Govinda Raveena Tandon Simran Aruna Irani Kader Khan Comedy,Kader Khan
Rajit Kapoor,Pallavi Joshi,Keith Stevenson,Paul Slabolepszy,Drama,The Making of the Mahatma,Rajit Kapoor Pallavi Joshi Keith Stevenson Paul Slabolepszy Himal Devnarain Drama,Himal Devnarain
Sunny Deol,Pooja Bhatt,Rami Reddy,Mohnish Bahl,Action Romance,Angrakshak,Sunny Deol Pooja Bhatt Rami Reddy Mohnish Bahl Saeed Jaffrey Action Romance,Saeed Jaffrey
Mithun Chakraborty,Pooja Bhatt,Harish,Kanchan,Action Comedy Drama,Kranti Kshetra,Mithun Chakraborty Pooja Bhatt Harish Kanchan Adnan Action Comedy Drama,Adnan
Anil Kapoor,Raveena Tandon,Rambha,Satish Kaushik,Comedy,Gharwali Baharwali,Anil Kapoor Raveena Tandon Rambha Satish Kaushik Benny Pradhan Comedy,Benny Pradhan
Kajol,Atul Agnihotri,Jackie Shroff,Ayesha Jhulka,Action Crime Romance,Hote Hote Pyar Hogaya,Kajol Atul Agnihotri Jackie Shroff Ayesha Jhulka Aruna Irani Action Crime Romance,Aruna Irani
Ajay Devgn,Saif Ali Khan,Manisha Koirala,Namrata Shirodkar,Action Drama Thriller,Kachche Dhaage,Ajay Devgn Saif Ali Khan Manisha Koirala Namrata Shirodkar Maya Alagh Action Drama Thriller,Maya Alagh
Aamir Khan,Manisha Koirala,Sharmila Tagore,Deepti Bhatnagar,Drama Romance,Mann,Aamir Khan Manisha Koirala Sharmila Tagore Deepti Bhatnagar Dalip Tahil Drama Romance,Dalip Tahil
Karisma Kapoor,Salman Khan,Anil Kapoor,Sushmita Sen,Comedy Drama Romance,Biwi No. 1,Karisma Kapoor Salman Khan Anil Kapoor Sushmita Sen Tabu Comedy Drama Romance,Tabu
Akshaye Khanna,Jyotika,Anupam Kher,Moushumi Chatterjee,Drama Romance,Doli Saja Ke Rakhna,Akshaye Khanna Jyotika Anupam Kher Moushumi Chatterjee Aruna Irani Drama Romance,Aruna Irani
Amitabh Bachchan,Ajay Devgn,Manisha Koirala,Sushmita Sen,Action Drama,Hindustan Ki Kasam,Amitabh Bachchan Ajay Devgn Manisha Koirala Sushmita Sen Farida Jalal Action Drama,Farida Jalal
Samir Ahmed,Vikrishnah Batt,Anu Joseph,Abrar Kasan,\N,Naukar Ki Kameez,Samir Ahmed Vikrishnah Batt Anu Joseph Abrar Kasan Manokar Lal \N,Manokar Lal
Sunny Deol,Mahima Chaudhry,Apoorva Agnihotri,Dina Pathak,Drama Romance Thriller,Pyaar Koi Khel Nahin,Sunny Deol Mahima Chaudhry Apoorva Agnihotri Dina Pathak Kulbhushan Kharbanda Drama Romance Thriller,Kulbhushan Kharbanda
Om Puri,Naseeruddin Shah,Danny Denzongpa,Mamta Kulkarni,Action Adventure Drama,China Gate,Om Puri Naseeruddin Shah Danny Denzongpa Mamta Kulkarni Ila Arun Action Adventure Drama,Ila Arun
Govinda,Raveena Tandon,Kader Khan,Prem Chopra,Comedy,Dulhe Raja,Govinda Raveena Tandon Kader Khan Prem Chopra Mohnish Bahl Comedy,Mohnish Bahl
Govinda,Raveena Tandon,Kader Khan,Prem Chopra,Comedy,Dulhe Raja,Govinda Raveena Tandon Kader Khan Prem Chopra Mohnish Bahl Comedy,Mohnish Bahl
Fardeen Khan,Meghna Kothari,Sameer Malhotra,Sanjay Bhatia,Drama Romance,Prem Aggan,Fardeen Khan Meghna Kothari Sameer Malhotra Sanjay Bhatia Anupam Kher Drama Romance,Anupam Kher
Ajay Devgn,Pooja Bhatt,Sonali Bendre,Kunal Khemu,Drama,Zakhm,Ajay Devgn Pooja Bhatt Sonali Bendre Kunal Khemu Akshay Anand Drama,Akshay Anand
Bobby Deol,Preity Zinta,Rakhee Gulzar,Farida Jalal,Action Drama Musical,Soldier,Bobby Deol Preity Zinta Rakhee Gulzar Farida Jalal Johnny Lever Action Drama Musical,Johnny Lever
Shah Rukh Khan,Twinkle Khanna,Amrish Puri,Johnny Lever,Action Comedy Crime,Baadshah,Shah Rukh Khan Twinkle Khanna Amrish Puri Johnny Lever Prem Chopra Action Comedy Crime,Prem Chopra
Manoj Bajpayee,Tabu,Om Puri,Anupam Kher,Crime Drama Thriller,Ghaath,Manoj Bajpayee Tabu Om Puri Anupam Kher Sheeba Crime Drama Thriller,Sheeba
Amitabh Bachchan,Nana Patekar,Tabu,Jaya Prada,Action Comedy Drama,Kohram,Amitabh Bachchan Nana Patekar Tabu Jaya Prada Mukul Dev Action Comedy Drama,Mukul Dev
Amitabh Bachchan,Shah Rukh Khan,Uday Chopra,Jugal Hansraj,Drama Musical Romance,Mohabbatein,Amitabh Bachchan Shah Rukh Khan Uday Chopra Jugal Hansraj Jimmy Sheirgill Drama Musical Romance,Jimmy Sheirgill
Amitabh Bachchan,Soundarya,Rachana Banerjee,Jayasudha,Action Drama,Sooryavansham,Amitabh Bachchan Soundarya Rachana Banerjee Jayasudha Anupam Kher Action Drama,Anupam Kher
Salim Fateh,Baby Vijaya,Anil Dhawan,Rita Bhaduri,Horror,House No. 13,Salim Fateh Baby Vijaya Anil Dhawan Rita Bhaduri Sharat Saxena Horror,Sharat Saxena
Urmila Matondkar,Aftab Shivdasani,Dalip Tahil,Smita Jaykar,Fantasy Musical Romance,Mast,Urmila Matondkar Aftab Shivdasani Dalip Tahil Smita Jaykar Govind Namdeo Fantasy Musical Romance,Govind Namdeo
Rahul Bose,Laila Rouass,Shivaji Satam,Farida Haider Mulla,Crime Drama,Split Wide Open,Rahul Bose Laila Rouass Shivaji Satam Farida Haider Mulla Shiv Paul Crime Drama,Shiv Paul
Ajay Devgn,Tabu,Amrish Puri,Rahul Bose,Action Crime Drama,Thakshak,Ajay Devgn Tabu Amrish Puri Rahul Bose Govind Namdeo Action Crime Drama,Govind Namdeo
Ajay Devgn,Mahima Chaudhry,Kajol,Chandrachur Singh,Drama Musical Romance,Dil Kya Kare,Ajay Devgn Mahima Chaudhry Kajol Chandrachur Singh Farida Jalal Drama Musical Romance,Farida Jalal
Salman Khan,Karisma Kapoor,Saif Ali Khan,Tabu,Drama Family Musical,Hum Saath-Saath Hain: We Stand United,Salman Khan Karisma Kapoor Saif Ali Khan Tabu Sonali Bendre Drama Family Musical,Sonali Bendre
Sonali Bendre,Danny Denzongpa,Anang Desai,Ahmed Khan,Drama Romance Thriller,Dahek: A Burning Passion,Sonali Bendre Danny Denzongpa Anang Desai Ahmed Khan Akshaye Khanna Drama Romance Thriller,Akshaye Khanna
Jackie Shroff,Dimple Kapadia,Akshaye Khanna,Manisha Koirala,Action,Laawaris,Jackie Shroff Dimple Kapadia Akshaye Khanna Manisha Koirala Johnny Lever Action,Johnny Lever
Anil Kapoor,Madhuri Dixit,Namrata Shirodkar,Om Puri,Action Drama Romance,Call,Anil Kapoor Madhuri Dixit Namrata Shirodkar Om Puri Rohini Hattangadi Action Drama Romance,Rohini Hattangadi
Sanjay Dutt,Jackie Shroff,Manisha Koirala,Gulshan Grover,Action Crime Thriller,Kartoos,Sanjay Dutt Jackie Shroff Manisha Koirala Gulshan Grover Anna Edwards Action Crime Thriller,Anna Edwards
Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor,Simran,Action Drama Thriller,Khauff,Sanjay Dutt Manisha Koirala Sharad S. Kapoor Simran Mukesh Khanna Action Drama Thriller,Mukesh Khanna
Sanjay Dutt,Urmila Matondkar,Om Puri,Farida Jalal,Action Comedy Romance,Khoobsurat,Sanjay Dutt Urmila Matondkar Om Puri Farida Jalal Anjan Srivastav Action Comedy Romance,Anjan Srivastav
Manoj Bajpayee,Raveena Tandon,Sayaji Shinde,Yashpal Sharma,Action Crime Drama,Shool,Manoj Bajpayee Raveena Tandon Sayaji Shinde Yashpal Sharma  Action Crime Drama,
Sanjay Dutt,Namrata Shirodkar,Mohnish Bahl,Ekta Sohini,Action Crime Drama,Vaastav: The Reality,Sanjay Dutt Namrata Shirodkar Mohnish Bahl Ekta Sohini Reema Lagoo Action Crime Drama,Reema Lagoo
Madhuri Dixit,Shabana Azmi,Naseeruddin Shah,Shilpa Shirodkar,Drama Fantasy,Gaja Gamini,Madhuri Dixit Shabana Azmi Naseeruddin Shah Shilpa Shirodkar Inder Kumar Drama Fantasy,Inder Kumar
Kamal Haasan,Shah Rukh Khan,Rani Mukerji,Hema Malini,Crime Drama History,Hey Ram,Kamal Haasan Shah Rukh Khan Rani Mukerji Hema Malini Girish Karnad Crime Drama History,Girish Karnad
Shah Rukh Khan,Madhuri Dixit,Salman Khan,Atul Agnihotri,Drama Romance,Hum Tumhare Hain Sanam,Shah Rukh Khan Madhuri Dixit Salman Khan Atul Agnihotri Suman Ranganath Drama Romance,Suman Ranganath
Shah Rukh Khan,Juhi Chawla,Johnny Lever,Paresh Rawal,Comedy Drama Musical,Phir Bhi Dil Hai Hindustani,Shah Rukh Khan Juhi Chawla Johnny Lever Paresh Rawal Haidar Ali Comedy Drama Musical,Haidar Ali
Jugal Hansraj,Urmila Matondkar,Paresh Rawal,,Romance,Aa Gale Lag Jaa,Jugal Hansraj Urmila Matondkar Paresh Rawal  unknown Romance,unknown
Akshay Kumar,Urmila Matondkar,Anupam Kher,Shazia Malik,Action Crime Drama,Aflatoon,Akshay Kumar Urmila Matondkar Anupam Kher Shazia Malik Farida Jalal Action Crime Drama,Farida Jalal
Sunny Deol,Bobby Deol,Urmila Matondkar,Dara Singh,Drama Family Musical,Dillagi,Sunny Deol Bobby Deol Urmila Matondkar Dara Singh Zohra Sehgal Drama Family Musical,Zohra Sehgal
Nagarjuna Akkineni,Urmila Matondkar,Danny Denzongpa,Salim Ghouse,Action Crime Romance,Drohi,Nagarjuna Akkineni Urmila Matondkar Danny Denzongpa Salim Ghouse Akash Khurana Action Crime Romance,Akash Khurana
Govinda,Urmila Matondkar,Dimple Kapadia,Paresh Rawal,Romance,Hum Tum Pe Marte Hain,Govinda Urmila Matondkar Dimple Kapadia Paresh Rawal Nirmal Pandey Romance,Nirmal Pandey
Salman Khan,Urmila Matondkar,Jaspal Bhatti,Shammi Kapoor,Drama Romance,Jaanam Samjha Karo,Salman Khan Urmila Matondkar Jaspal Bhatti Shammi Kapoor Bindu Drama Romance,Bindu
Shah Rukh Khan,Juhi Chawla,Jackie Shroff,Nirmal Pandey,Action Comedy Crime,One 2 Ka 4,Shah Rukh Khan Juhi Chawla Jackie Shroff Nirmal Pandey Dilip Joshi Action Comedy Crime,Dilip Joshi
Rishi Kapoor,Urmila Matondkar,Bindu,Tiku Talsania,Comedy,Shreemaan Aashique,Rishi Kapoor Urmila Matondkar Bindu Tiku Talsania Reema Lagoo Comedy,Reema Lagoo
Rekha,Om Puri,Dinesh Thakur,Anwesha Bhattacharya,Drama,Aastha: In the Prison of Spring,Rekha Om Puri Dinesh Thakur Anwesha Bhattacharya Sagar Arya Drama,Sagar Arya
Anil Kapoor,Rekha,Raveena Tandon,Rajinikanth,Action Drama,Bulandi,Anil Kapoor Rekha Raveena Tandon Rajinikanth Shakti Kapoor Action Drama,Shakti Kapoor
Sanjeev Kumar,Moushumi Chatterjee,Kishore Jariwala,Mala Jaggi,Drama,Ghar Ki Laaj,Sanjeev Kumar Moushumi Chatterjee Kishore Jariwala Mala Jaggi Deven Verma Drama,Deven Verma
Akshay Kumar,Karisma Kapoor,Shilpa Shetty Kundra,Mohnish Bahl,Action Crime Drama,Jaanwar,Akshay Kumar Karisma Kapoor Shilpa Shetty Kundra Mohnish Bahl Ashutosh Rana Action Crime Drama,Ashutosh Rana
Raj Babbar,Farha Naaz,Sumeet Saigal,Swapna,Crime Thriller,Janam Se Pehle,Raj Babbar Farha Naaz Sumeet Saigal Swapna Shafi Inamdar Crime Thriller,Shafi Inamdar
Vikas Anand,Harbans Darshan M. Arora,Raj Babbar,Kishore Anand Bhanushali,Drama,Aulad Ke Dushman,Vikas Anand Harbans Darshan M. Arora Raj Babbar Kishore Anand Bhanushali Bob Christo Drama,Bob Christo
Naseeruddin Shah,Deepti Naval,,unknown,Drama,Ek Ghar,Naseeruddin Shah Deepti Naval  unknown unknown Drama,unknown
Shammi Kapoor,Vinod Khanna,Meenakshi Sheshadri,Kiran Juneja,Action Comedy Drama,Humshakal,Shammi Kapoor Vinod Khanna Meenakshi Sheshadri Kiran Juneja Kamini Kaushal Action Comedy Drama,Kamini Kaushal
Aamir Khan,Twinkle Khanna,Faisal Khan,Johnny Lever,Action Adventure Comedy,Mela,Aamir Khan Twinkle Khanna Faisal Khan Johnny Lever Navneet Nishan Action Adventure Comedy,Navneet Nishan
Salma Agha,Harbans Darshan M. Arora,Birbal,Mithun Chakraborty,Drama Family,Pati Patni Aur Tawaif,Salma Agha Harbans Darshan M. Arora Birbal Mithun Chakraborty Sonika Gill Drama Family,Sonika Gill
Kamal Haasan,Amrish Puri,Om Puri,Tabu,Comedy Drama Family,Chachi 420,Kamal Haasan Amrish Puri Om Puri Tabu Johnny Walker Comedy Drama Family,Johnny Walker
Shabana Azmi,Milind Gunaji,Nirmal Pandey,Govind Namdeo,Crime Drama Thriller,Godmother,Shabana Azmi Milind Gunaji Nirmal Pandey Govind Namdeo Vineet Kumar Crime Drama Thriller,Vineet Kumar
Salman Khan,Rani Mukerji,Arbaaz Khan,Johnny Lever,Action Comedy Fantasy,Hello Brother,Salman Khan Rani Mukerji Arbaaz Khan Johnny Lever Neeraj Vora Action Comedy Fantasy,Neeraj Vora
Hrithik Roshan,Ameesha Patel,Anupam Kher,Dalip Tahil,Action Romance,Kaho Naa... Pyaar Hai,Hrithik Roshan Ameesha Patel Anupam Kher Dalip Tahil Mohnish Bahl Action Romance,Mohnish Bahl
Dharmendra,Aditya Pancholi,Farha Naaz,Amrita Singh,Action,Paap Ki Aandhi,Dharmendra Aditya Pancholi Farha Naaz Amrita Singh Kiran Kumar Action,Kiran Kumar
Jeetendra,Rekha,Rishi Kapoor,Neelam Kothari,Family,Amiri Garibi,Jeetendra Rekha Rishi Kapoor Neelam Kothari Raj Babbar Family,Raj Babbar
Rakhee Gulzar,Chandrachur Singh,Arbaaz Khan,Priya Gill,Action Drama,Sham Ghansham,Rakhee Gulzar Chandrachur Singh Arbaaz Khan Priya Gill Pooja Batra Action Drama,Pooja Batra
Shah Rukh Khan,Aishwarya Rai Bachchan,Madhuri Dixit,Jackie Shroff,Drama Musical Romance,Devdas,Shah Rukh Khan Aishwarya Rai Bachchan Madhuri Dixit Jackie Shroff Kiron Kher Drama Musical Romance,Kiron Kher
Paresh Rawal,,unknown,unknown,Biography Drama History,Sardar,Paresh Rawal  unknown unknown unknown Biography Drama History,unknown
Kaifi Azmi,Mayuri Kango,Seema Kelkar,Kay Kay Menon,Drama,The Morning Breeze,Kaifi Azmi Mayuri Kango Seema Kelkar Kay Kay Menon  Drama,
Jeetendra,Sangeeta Bijlani,Sonu Walia,Satish Shah,Fantasy,Haatim Tai,Jeetendra Sangeeta Bijlani Sonu Walia Satish Shah Amrish Puri Fantasy,Amrish Puri
Akshay Kumar,Sunil Shetty,Paresh Rawal,Tabu,Action Comedy Crime,Hera Pheri,Akshay Kumar Sunil Shetty Paresh Rawal Tabu Om Puri Action Comedy Crime,Om Puri
Arvind Swamy,Juhi Chawla,Farida Jalal,Aruna Irani,Drama Romance,Saat Rang Ke Sapne,Arvind Swamy Juhi Chawla Farida Jalal Aruna Irani Satish Shah Drama Romance,Satish Shah
Jeetendra,Raj Babbar,Chunky Pandey,Kimi Katkar,Action,Aaj Ke Shahenshah,Jeetendra Raj Babbar Chunky Pandey Kimi Katkar Sonam Action,Sonam
Sunny Deol,Jaya Prada,Shakti Kapoor,,Action,Veerta,Sunny Deol Jaya Prada Shakti Kapoor  unknown Action,unknown
Govinda,Rani Mukerji,Johnny Lever,Paresh Rawal,Comedy Romance,Hadh Kar Di Aapne,Govinda Rani Mukerji Johnny Lever Paresh Rawal Satish Kaushik Comedy Romance,Satish Kaushik
Sanjay Kapoor,Priya Gill,Sushmita Sen,Mohnish Bahl,Drama Romance,Only You,Sanjay Kapoor Priya Gill Sushmita Sen Mohnish Bahl Salman Khan Drama Romance,Salman Khan
Sanjay Dutt,Salman Khan,Karisma Kapoor,Dalip Tahil,Comedy Romance,Chal Mere Bhai,Sanjay Dutt Salman Khan Karisma Kapoor Dalip Tahil Sushma Seth Comedy Romance,Sushma Seth
Sulabha Arya,Vijay Kashyap,Anubhav Mishra,Nana Patekar,Drama,Diksha,Sulabha Arya Vijay Kashyap Anubhav Mishra Nana Patekar K.K. Raina Drama,K.K. Raina
Nana Patekar,Sunil Shetty,Tabu,Suhasini Mulay,Drama,Hu Tu Tu,Nana Patekar Sunil Shetty Tabu Suhasini Mulay Shivaji Satam Drama,Shivaji Satam
Akshay Kumar,Rekha,Raveena Tandon,Deven Verma,Action Crime Drama,Khiladiyon Ka Khiladi,Akshay Kumar Rekha Raveena Tandon Deven Verma Anjana Mumtaz Action Crime Drama,Anjana Mumtaz
Jeetendra,Jaya Prada,Aruna Irani,Sahila Chaddha,Drama,Maa,Jeetendra Jaya Prada Aruna Irani Sahila Chaddha Gulshan Grover Drama,Gulshan Grover
Anupam Kher,Jugal Hansraj,Mayuri Kango,,Comedy,Papa Kahte Hain,Anupam Kher Jugal Hansraj Mayuri Kango  unknown Comedy,unknown
Govinda,Karisma Kapoor,Tabu,Shakti Kapoor,Comedy Drama,Saajan Chale Sasural,Govinda Karisma Kapoor Tabu Shakti Kapoor Satish Kaushik Comedy Drama,Satish Kaushik
Chiranjeevi,Meenakshi Sheshadri,Raj Babbar,Dalip Tahil,Action Thriller,Aaj Ka Goonda Raaj,Chiranjeevi Meenakshi Sheshadri Raj Babbar Dalip Tahil Sharat Saxena Action Thriller,Sharat Saxena
Hrithik Roshan,Ameesha Patel,Kiran Kumar,Mukesh Tiwari,Action Drama Romance,Aap Mujhe Achche Lagne Lage,Hrithik Roshan Ameesha Patel Kiran Kumar Mukesh Tiwari Nishigandha Wad Action Drama Romance,Nishigandha Wad
Bobby Deol,Rani Mukerji,Ashutosh Rana,Ashish Vidyarthi,Action Crime Drama,Badal,Bobby Deol Rani Mukerji Ashutosh Rana Ashish Vidyarthi Amrish Puri Action Crime Drama,Amrish Puri
Salman Khan,Karisma Kapoor,Om Puri,Paresh Rawal,Comedy Drama Romance,Dulhan Hum Le Jayenge,Salman Khan Karisma Kapoor Om Puri Paresh Rawal Anupam Kher Comedy Drama Romance,Anupam Kher
Jaya Bachchan,Karisma Kapoor,Hrithik Roshan,Neha,Action Crime Drama,Fiza,Jaya Bachchan Karisma Kapoor Hrithik Roshan Neha Asha Sachdev Action Crime Drama,Asha Sachdev
Amitabh Bachchan,Jaya Bachchan,Shah Rukh Khan,Kajol,Drama Musical Romance,Kabhi Khushi Kabhie Gham...,Amitabh Bachchan Jaya Bachchan Shah Rukh Khan Kajol Hrithik Roshan Drama Musical Romance,Hrithik Roshan
Sanjay Dutt,Hrithik Roshan,Preity Zinta,Sonali Kulkarni,Action Drama Thriller,Mission Kashmir,Sanjay Dutt Hrithik Roshan Preity Zinta Sonali Kulkarni Jackie Shroff Action Drama Thriller,Jackie Shroff
Saif Ali Khan,Hrithik Roshan,Esha Deol,Alok Nath,Comedy Drama Musical,Na Tum Jaano Na Hum,Saif Ali Khan Hrithik Roshan Esha Deol Alok Nath Smita Jaykar Comedy Drama Musical,Smita Jaykar
Vimal Bhagat,Satyadev Dubey,Irfan,Irrfan Khan,Drama,Pita,Vimal Bhagat Satyadev Dubey Irfan Irrfan Khan Dina Pathak Drama,Dina Pathak
Nagarjuna Akkineni,Amala Akkineni,Raghuvaran,J.D. Chakravarthi,Action Crime Drama,Shiva,Nagarjuna Akkineni Amala Akkineni Raghuvaran J.D. Chakravarthi Murali Mohan Action Crime Drama,Murali Mohan
Jackie Shroff,Hrithik Roshan,Kareena Kapoor,Amrish Puri,Drama Musical Romance,Yaadein...,Jackie Shroff Hrithik Roshan Kareena Kapoor Amrish Puri Himani Rawat Drama Musical Romance,Himani Rawat
Shah Rukh Khan,Kareena Kapoor,Danny Denzongpa,Rahul Dev,Action Biography Drama,Ashoka the Great,Shah Rukh Khan Kareena Kapoor Danny Denzongpa Rahul Dev Hrishitaa Bhatt Action Biography Drama,Hrishitaa Bhatt
Karisma Kapoor,Bobby Deol,Rohit Roy,,Action Comedy Romance,Hum To Mohabbat Karega,Karisma Kapoor Bobby Deol Rohit Roy  unknown Action Comedy Romance,unknown
Anita Kanwar,Nana Patekar,,unknown,Comedy Drama Musical,Thodasa Roomani Ho Jaayen,Anita Kanwar Nana Patekar  unknown unknown Comedy Drama Musical,unknown
Nana Patekar,Madhoo,Atul Agnihotri,Mohan Joshi,Action Crime Drama,Yeshwant,Nana Patekar Madhoo Atul Agnihotri Mohan Joshi Shafi Inamdar Action Crime Drama,Shafi Inamdar
Salman Khan,Preity Zinta,Rani Mukerji,Shah Rukh Khan,Comedy Drama Musical,Har Dil Jo Pyar Karega...,Salman Khan Preity Zinta Rani Mukerji Shah Rukh Khan Kamini Kaushal Comedy Drama Musical,Kamini Kaushal
Govinda,Twinkle Khanna,Kader Khan,Ashok Saraf,Comedy Drama Romance,Joru Ka Ghulam,Govinda Twinkle Khanna Kader Khan Ashok Saraf Ashish Vidyarthi Comedy Drama Romance,Ashish Vidyarthi
Preity Zinta,Saif Ali Khan,Chandrachur Singh,Anupam Kher,Drama Romance,Kya Kehna,Preity Zinta Saif Ali Khan Chandrachur Singh Anupam Kher Farida Jalal Drama Romance,Farida Jalal
Milind Gunaji,Veeni Paranjape Joglekar,,unknown,Drama,Papeeha,Milind Gunaji Veeni Paranjape Joglekar  unknown unknown Drama,unknown
Jackie Shroff,Sunil Shetty,Abhishek Bachchan,Kareena Kapoor,Drama Musical Romance,Refugee,Jackie Shroff Sunil Shetty Abhishek Bachchan Kareena Kapoor Reena Roy Drama Musical Romance,Reena Roy
Abhishek Bachchan,Kirti Reddy,Sanjay Suri,Kader Khan,Musical Romance,Tera Jadoo Chal Gayaa,Abhishek Bachchan Kirti Reddy Sanjay Suri Kader Khan Paresh Rawal Musical Romance,Paresh Rawal
Ishrat Ali,Sadashiv Amrapurkar,Aparajita,Arjun,Drama,Do Ankhen Barah Hath,Ishrat Ali Sadashiv Amrapurkar Aparajita Arjun Asrani Drama,Asrani
Vikas Bhalla,Monica Bedi,,unknown,Comedy,Ek Phool Teen Kante,Vikas Bhalla Monica Bedi  unknown unknown Comedy,unknown
